Var Plan,Sales Region,Period,IT Area,IT Sub Area,Country/Region
9268.107000000004,Europe,10,BU Support,Development,United Kingdom
9134.229,Europe,10,Infrastructure,Productivity,Sweden
9022.461,Europe,10,Infrastructure,Productivity,Denmark
9003.975,Europe,12,BU Support,Distribution,Poland
9002.1,Europe,12,Infrastructure,Productivity,Slovakia
8971.967999999993,Europe,7,Governance,GRC,France
8860.2,Europe,6,Functional,R1,United Kingdom
8732.304000000022,Europe,11,Governance,Administration,Italy
8697.207,Europe,10,Infrastructure,Productivity,Romania
8680.262999999999,Europe,6,Governance,GRC,France
8675.877,Europe,3,BU Support,Distribution,Belgium
8482.077000000023,Europe,10,Governance,Administration,Italy
8427.329999999998,Europe,10,Functional,R3,Portugal
8399.505,Europe,12,Infrastructure,Productivity,Hungary
8325.770999999997,Europe,10,Functional,R1,Hungary
8278.016999999998,Europe,1,Functional,R2,Germany
8132.412000000002,Europe,3,BU Support,Development,Belgium
7765.224000000001,Europe,10,BU Support,Distribution,Portugal
7645.94099999999,Europe,2,BU Support,Distribution,Italy
7474.545000000001,Europe,1,Functional,R3,Germany
7346.840999999971,Europe,8,Governance,GRC,France
7335.43499999999,Europe,5,Governance,GRC,France
6993.354,Europe,11,Infrastructure,Help Desk,Spain
6992.3550000000005,Europe,5,Functional,R1,United Kingdom
6843.459,Europe,11,Infrastructure,Productivity,Portugal
6786.48,Europe,11,Infrastructure,Productivity,Hungary
6739.910999999978,Europe,3,BU Support,Manufacturing,Spain
6472.77900000001,Europe,9,Functional,R2,Italy
6410.495999999985,Europe,3,BU Support,Planning,United Kingdom
6388.688999999999,Europe,11,BU Support,Distribution,Poland
6207.771000000002,Europe,12,Governance,Other,Switzerland
6098.469000000001,Europe,2,Functional,R3,France
6000.819,Europe,1,Governance,Administration,Italy
5889.156,Europe,1,Enablement,Enterprise Capabilities,Spain
5790.554999999993,Europe,9,Governance,GRC,France
5787.509999999995,Europe,2,BU Support,Manufacturing,Spain
5767.448999999996,Europe,9,Functional,R1,Hungary
5630.865,Europe,1,Enablement,EIM,Belgium
5338.569,Europe,8,Functional,R2,Italy
5338.191,Europe,2,Infrastructure,Core Infrastructure,Switzerland
5152.02,Europe,9,Infrastructure,Help Desk,Spain
5152.02,Europe,10,Infrastructure,Help Desk,Spain
5057.045999999999,Europe,10,Infrastructure,Productivity,Slovenia
4994.687999999999,Europe,2,BU Support,Development,Belgium
4959.8910000000005,Europe,9,Infrastructure,Productivity,Poland
4942.773000000025,Europe,9,Governance,Administration,Italy
4920.474000000002,Europe,2,BU Support,Distribution,Germany
4806.324000000002,Europe,1,Enablement,EIM,Italy
4506.084000000017,Europe,7,BU Support,Development,United Kingdom
4502.559000000001,Europe,1,BU Support,Manufacturing,Spain
4355.276999999998,Europe,1,BU Support,Distribution,Germany
4318.404,Europe,2,Functional,R3,Belgium
4284.741,Europe,4,Functional,R1,United Kingdom
4223.204999999999,Europe,10,BU Support,Distribution,Poland
4051.676999999952,Europe,11,BU Support,Distribution,United Kingdom
3926.5229999999865,Europe,4,BU Support,Manufacturing,Spain
3829.8689999999992,Europe,1,Functional,R3,Switzerland
3662.1,Europe,5,Infrastructure,Help Desk,Spain
3557.058000000001,Europe,3,BU Support,Development,United Kingdom
3472.2209999999977,Europe,11,Infrastructure,Data Centers,Netherlands
3401.8740000000034,Europe,9,Functional,R2,Belgium
3366.504,Europe,9,Infrastructure,Productivity,Czech Republic
3356.85,Europe,10,Infrastructure,Productivity,Hungary
3353.904,Europe,11,Infrastructure,Productivity,Slovakia
3349.818,Europe,1,Functional,R1,United Kingdom
3312.0,Europe,3,Functional,R1,United Kingdom
3295.403999999995,Europe,5,BU Support,Development,United Kingdom
3277.5660000000003,Europe,7,Infrastructure,Help Desk,Spain
3277.5660000000003,Europe,8,Infrastructure,Help Desk,Spain
3258.2850000000003,Europe,6,Infrastructure,Help Desk,Spain
3219.0780000000013,Europe,7,Functional,R2,Italy
3181.6650000000027,Europe,2,BU Support,Distribution,Belgium
3136.803000000007,Europe,6,BU Support,Development,United Kingdom
3118.2959999999985,Europe,8,Functional,R2,Belgium
3074.178,Europe,12,Enablement,Data Management,Spain
3041.85,Europe,2,Functional,R2,France
2972.313000000001,Europe,1,Functional,R3,France
2949.15,Europe,1,Functional,R2,France
2944.3350000000064,Europe,3,Infrastructure,Productivity,Belgium
2937.158999999996,Europe,7,Functional,R2,Belgium
2846.1420000000035,Europe,11,BU Support,Distribution,Czech Republic
2820.761999999988,Europe,10,Infrastructure,Data Centers,Netherlands
2802.1530000000057,Europe,12,Infrastructure,Data Centers,Netherlands
2763.303,Europe,10,Functional,R2,Belgium
2752.3499999999985,Europe,4,BU Support,Development,United Kingdom
2705.403,Europe,2,Functional,R1,Austria
2705.391,Europe,1,Infrastructure,Core Infrastructure,Switzerland
2673.789,Europe,9,Infrastructure,Productivity,Denmark
2615.003999999997,Europe,6,Functional,R2,Belgium
2540.4720000000016,Europe,4,Functional,R1,Austria
2474.9550000000017,Europe,5,Functional,R1,Austria
2458.3740000000034,Europe,4,Governance,GRC,France
2355.251999999986,Europe,9,Infrastructure,Data Centers,Netherlands
2338.860000000015,Europe,9,Infrastructure,Productivity,Belgium
2223.6959999999963,Europe,8,Infrastructure,Data Centers,Netherlands
2209.662,Europe,10,Infrastructure,Productivity,Slovakia
2163.0600000000004,Europe,4,Enablement,EIM,Belgium
2163.0600000000004,Europe,5,Enablement,EIM,Belgium
2163.0600000000004,Europe,6,Enablement,EIM,Belgium
2056.425,Europe,3,Functional,R2,Spain
1936.521,Europe,2,Functional,R1,United Kingdom
1898.2080000000003,Europe,1,BU Support,Development,United Kingdom
1890.075,Europe,9,BU Support,Distribution,Poland
1776.456,Europe,9,Infrastructure,Productivity,Hungary
